title,r_title,actorList,runtime,director,grade,genre,audience,popularity,release_date,vote,overview
레드콘 1,레드콘-1,"['오리스 이휴에로', '카를로스 가야르도', '마크 스트레인지']",115,치 키옹 청,[],"['액션', '공포', '스릴러']",[],60.89,2018-09-28,4.2,좀비 바이러스가 런던의 한 교도소로부터 퍼진 이후 살아남은 사람들은 남쪽 장벽 안에 피신 중이다. 점점 좀비들의 전투 능력이 향상되는 가운데 장벽이 무너지는 것은 시간 문제일 뿐. 이 와중에 좀비 사태를 해결할 과학자가 런던에 생존하고 있다는 것을 알게 되고 이 사람을 구하기 위해 8명의 특공대가 파견된다. 주어진 시간은 72시간... 이들의 임무는 성공할 수 있을 것인가?
존 윅,존 윅 3: 파라벨룸,['키아누 리브스'],[],채드 스타헬스키,[],"['액션', '범죄', '스릴러']",[],60.702,2014-10-22,7.2,"전설이라 불리던 킬러 ‘존 윅’(키아누 리브스)은 사랑하는 여인을 만나 결혼을 하면서 범죄의 세계에서 은퇴한다. 행복도 잠시, 투병 끝에 부인이 세상을 떠나고 그의 앞으로 부인이 죽기 전에 보낸 강아지 한 마리가 선물로 배달된다.  그러던 어느 날, 그의 집에 괴한들이 들이닥치는데…  더 이상 잃을 것이 없다. 오직 너희만 죽인다! 건드리지 말아야 할 그의 분노를 잘못 깨웠다.  받은 것보다 더 돌려주는 통쾌한 복수, ‘존 윅’의 거침없는 복수가 마침내"
토르: 천둥의 신,토르: 천둥의 신,"['크리스 헴스워스', '나탈리 포트만', '톰 히들스턴']",112,케네스 브래너,12세 관람가,"['판타지', '액션', '모험']","1,694,769",60.566,2011-04-21,6.7,"파괴를 일삼는 요툰하임을 제압한 왕 오딘의 통치로 평화로운 나날을 보내고 있는 신의 세계 아스가르드. 오딘의 아들인 토르의 왕위 계승식이 있던 날, 요툰하임의 지배자인 라우페이는 평화 협정을 위반하고 아스가르드를 침입한다. 이 사건으로 왕위에 오르지 못한 토르는 분노와 모욕감에 요툰하임을 공격하지만 막강한 군대에 포위되어 위기에 몰리게 되고, 오딘은 토르의 오만하고 경솔한 행동에 분노해 토르의 신으로서의 능력을 박탈한 채 인간 세계 미스가르드로 추방한다"
엣지 오브 투모로우,엣지 오브 투모로우,"['톰 크루즈', '에밀리 블런트', '빌 팩스톤']",113,더그 라이만,12세 관람가,"['액션', 'SF']","4,697,209",58.37,2014-05-27,7.6,"가까운 미래, 미믹이라 불리는 외계 종족의 침략으로 인류는 멸망 위기를 맞는다. 전투를 치른 경험이 한번도 없는 군 공보관 소속 빌 케이지(톰 크루즈) 소령은 전쟁터에 가서 군 홍보 영상을 찍어오라는 4성 장군의 명령을 거절한다. 그 죄로 자살 특공대에 투입된다. 하지만 불가능한 일이 일어난다. 그가 다시 그 끔찍한 날이 시작된 시간에 다시 깨어나 다시 전투에 참여하게 되고 다시 죽었다가 또 다시 살아나는 것. 다시 작전에 참여해 죽었다가 눈을 뜨기를 "
분노의 질주: 더 익스트림,분노의 질주: 더 익스트림,"['빈 디젤', '드웨인 존슨', '샤를리즈 테론']",136,F. 게리 그레이,15세 관람가,"['액션', '범죄', '스릴러']","3,653,238",58.162,2017-04-12,6.9,마침내 평화로운 일상으로 돌아온 리더 도미닉(빈 디젤)과 멤버들. 하지만 레티(미셸 로드리게스)와 쿠바에서 신혼을 만끽 중인 도미닉(빈 디젤)에게 불청객이 찾아온다. 전설적인 해커이자 테러 조직의 리더 사이퍼(샤를리즈 테론)는 도미닉을 협박해 자신의 명령을 따르게 한다. 멤버들은 도미닉이 사이퍼와 함께  사상 최악의 테러를 계획하고 있음을 알게 된다.  리더의 배신으로 위기에 놓인 멤버들은 한때 팀을 모두 전멸시키려 했던 데카드 쇼(제이슨 스타뎀)까지 
존 윅 3: 파라벨룸,존 윅 3: 파라벨룸,['키아누 리브스'],[],채드 스타헬스키,[],"['액션', '범죄', '스릴러']",[],57.856,2019-05-15,7.8,"업계 레전드 킬러 ‘존 윅’은 국제암살자연합을 통해 파문조치를 당한 후 그에게 따라 붙은 역대 최고의 현상금 1,400만 불로 인해 전 세계의 가장 위협적인 킬러들이 그와의 전쟁을 선포한다."
토르: 다크 월드,토르: 다크 월드,"['크리스 헴스워스', '나탈리 포트만', '톰 히들스턴']",112,앨런 테일러,12세 관람가,"['액션', '모험', '판타지']","3,040,115",57.661,2013-10-29,6.7,"어벤져스의 뉴욕 사건 후, 다시 신들의 고향인 아스가르드 왕국으로 돌아간 토르(크리스 헴스워스)와 로키(톰 히들스턴). 지구를 위협한 로키는 지하 감옥에 갇히고, 토르는 아버지 오딘(안소니 홉킨스)과 함께 우주의 질서를 재정립하기 위해 나선다. 1년 후, 지구에 혼자 남은 제인(나탈리 포트만)은 우연히 태초부터 존재해왔던 어둠의 종족 다크 엘프의 무기 에테르를 얻게 된다. 이 사실을 안 다크엘프의 리더 말레키스는 에테르를 되찾기 위해 제인과 아스가르드를"
후드,후드,"['태런 에저튼', '제이미 폭스', '벤 멘델슨']",116,오토 바서스트,12세 관람가,['모험'],"284,593",57.217,2018-11-20,5.7,돈과 권력을 앞세운 권력층으로 인해 모두가 힘들어진 시기.  전쟁에서 죽은 줄 알았던 귀족 가문의 스무살 청년 ‘로빈’이 나타난 뒤 부자들의 돈만 훔친다는 후드를 쓴 남자에 대한 소문이 들려온다. 정체를 알 수 없는 그에게 막대한 현상금이 걸리지만 번번이 잡는데 실패하고 신출귀몰한 후드의 활약에 사람들도 점차 동요하기 시작하는데…
허슬,허슬,"['버트 레이놀즈', '까뜨린느 드뇌브']",120,로버트 알드리치,R,"['범죄', '드라마', '미스터리']",[],57.125,2019-05-09,6.5,
마일 22,마일 22,"['마크 월버그', '로렌 코핸', '이코 우웨이스']",95,피터 버그,15세 관람가,"['액션', '모험', '스릴러']","69,837",56.586,2018-08-16,6,"군사, 외교의 사각지대에서 임무를 수행하는 실패율 제로의 비밀조직 ‘오버워치’. 그들에게 전 세계 6개 주요 도시의 테러를 막을 수 있는 유일한 정보를 지닌 ‘타겟’이 접근한다. 22마일 떨어진 안전한 장소로 ‘타겟’을 이동시키는 새로운 작전이 시작되고, 타겟을 노리는 적들의 거센 공격이 가해지자 오버워치 팀원들은 작전 성공을 위해 자신들의 목숨을 바꿔가며 1마일씩 이송작전을 수행한다. 적을 뚫고 목적지에 가까워질수록 궁지에 몰리게 된 오버워치 앞에 타"
하이 라이프,하이 라이프,"['로버트 패틴슨', '미아 고스', '줄리엣 비노쉬']",110,클레어 드니,R,"['모험', '드라마', 'SF']",[],55.616,2018-11-07,5.8,"고립된 이 우주선에서는 모든 것이 인공적이며 인간의 욕망 또한 통제된다. 과거의 상처로 인해 아이에게 집착하는 의사는, 탑승객이자 지구에서 버려진 죄수들을 대상으로 인공 수정을 시도하고, 아이가 태어난다. 유일한 생존자로 남은 몬테는 어린 딸을 돌보며 버티어 낸다. 블랙홀의 회전 에너지를 확인하여 인류에 크게 기여하려던 임무는 완수하지 못했다. 소녀로 성장한 딸과 몬테는 더 이상 구조의 희망을 기다릴 수 없다. 두 사람은 블랙홀로의 여정을 시작한다."
주먹왕 랄프 2: 인터넷 속으로,주먹왕 랄프 2: 인터넷 속으로,"['존 C. 라일리', '사라 실버맨', '제인 린치']",112,필 존스턴,전체 관람가,"['애니메이션', '모험', '코미디']","1,758,891",55.264,2018-11-20,7.2,각종 사고를 치며 게임 속 세상을 뒤집어 놨던 절친 주먹왕 ‘랄프’와 ‘바넬로피’는  버려질 위기에 처한 오락기 부품을 구하기 위해 와이파이를 타고 인터넷 세상에 접속한다. 얼떨결에 올린 동영상으로 순식간에 핵인싸에 등극한 ‘랄프’와 툴도 트랙도 없는 스릴만점 슬로터 레이스 게임에 참여하게 된 ‘바넬로피’ 지금껏 경험한 적 없는 엄청난 스케일과 새로운 재미에 흠뻑 빠진  ‘랄프’와 ‘바넬로피’는 랜섬웨어급 사고로 인터넷 세상을 혼란에 빠뜨리는데…  과연
해피 데스데이 2 유,해피 데스데이 2 유,"['제시카 로테', '이스라엘 브로우사드', '피 부']",100,크리스토퍼 랜던,15세 관람가,"['공포', '코미디']","412,850",54.416,2019-02-13,6.1,절대 끝나지 않는 생일에 또다시 갇혀버린 트리와 더 강력하게 돌아온 베이비의 끝내주는 호러테이닝 무비
라스트 미션,라스트 미션,"['클린트 이스트우드', '타이사 파미가', '브래들리 쿠퍼']",116,클린트 이스트우드,15세 관람가,['드라마'],"101,465",53.84,2018-12-14,6.5,"원예가로 스타 대접을 받는 얼(클린트 이스트우드)은 딸의 결혼식 대신 새로운 백합 품종을 소개하는 파티에 참석할 정도로 일을 우선시한 이기적인 남자다. 12년 후, 영광은 시대에 밀려 사라지고 농장은 경영난으로 문을 닫지만 얼 곁엔 아무도 남아 있지 않다. 가족 곁으로 돌아가고 싶지만 용기가 없던 찰나 멕시코 갱단의 마약 운반책 제안을 받은 얼은 그렇게 번 돈을 가족을 위해 쓰며 지난날의 과오를 바로잡으려 한다. 한편 마약 조직에 새로 나타난 정체불명의"
샌 안드레아스,샌 안드레아스,"['드웨인 존슨', '알렉산드라 다드다리오', '칼라 구기노']",114,브래드 페이튼,12세 관람가,"['액션', '드라마', '스릴러']","1,716,455",53.175,2015-05-27,6.1,"샌 안드레아스 단층이 마침내 끊어져 규모 9의 강진이 발생하자 구조헬기 조종사 드웨인 존슨은 사이가 멀어진 아내와 함께 외동딸을 구하기 위해 최악의 상황 속으로 뛰어든다. 세상이 무너지는 마지막 순간, 당신은 어디에서 누구와 함께 할 것인가!"
더 보이,더 보이,"['잭슨 A.던', '엘리자베스 뱅크스', '데이비드 덴맨']",90,데이비드 야로베스키,15세 관람가,"['공포', 'SF']",[],52.755,2019-05-23,0,"어느 날, 간절히 아기를 원하던 부부에게 찾아온 다른 세계의 소년 ‘브랜든’. 부모의 보살핌 속에 평범하게 자라던 중 자신에게 숨겨진 강력한 힘을 깨닫게 되면서 인류를 위협할 사악한 본성을 드러내기 시작하는데…"
매기,매기,"['아놀드 슈왈제네거', '아비게일 브레스린', '조엘리 리차드슨']",95,헨리 홉슨,15세 관람가,"['드라마', '공포', '스릴러']",[],52.713,2015-05-08,5.3,"좀비 바이러스로 인해 폐허가 된 세상,  ‘웨이드’는 편지 한 통만을 남긴 채 갑자기 사라진 딸 ‘매기’를 찾아 헤맨다.  가까스로 찾은 ‘매기’는 좀비 바이러스에 감염된 상태.  그런 딸을 차마 격리시설에 보낼 수 없는 ‘웨이드’는 어렵사리 ‘매기’를 집으로 데려온다.  ‘웨이드’는 희망을 놓지 않고 ‘매기’를 지극 정성으로 보살피지만,  점점 좀비의 본능이 강해지는 ‘매기’로 인해 마을 사람들은 모두 불안에 떨고  그녀를 딸처럼 아끼던 새엄마 마저 "
베놈,베놈,"['톰 하디', '미셸 윌리엄스']",107,루벤 플레셔,15세 관람가,"['액션', 'SF', '스릴러']","3,887,975",52.645,2018-09-28,6.6,진실을 위해서라면 몸을 사리지 않고 사회의 부조리를 취재하는 정의로운 열혈 기자 에디 브록(톰 하디). 거대 기업 라이프 파운데이션의 생체실험에 의혹을 품고 뒤를 쫓던 그는 이들의 사무실에 잠입했다가 실험실에서 외계 생물체 심비오트의 기습 공격을 받게 된다. 심비오트가 숙주의 몸과 정신을 지배할 때 능력을 발휘하는 베놈은 에디의 몸에 기생하며 갖가지 소동을 일으킨다. 한편 비밀리에 인간과 심비오트를 결합해 새로운 생명체를 만들려는 시도를 계속하던 라이프
왕이 될 아이,왕이 될 아이,"['루이스 서키스', '레베카 퍼거슨', '패트릭 스튜어트']",120,조 코니쉬,전체 관람가,"['모험', '판타지']","29,236",52.617,2019-01-16,6.1,"바위에 꽂힌 미스터리한 검을 발견한 ‘알렉스’(루이스 서키스). 득템의 기쁨도 잠시, 다크포스 풍기는 마법 존재들의 공격에서 가까스로 위기를 모면한다. 마법사 ‘멀린’(패트릭 스튜어트)은 ‘알렉스’가 미래를 구할 왕이 될 아이라 말하고, 레알 베프와 무늬만 친구였던 아이들을 모아 최악의 마녀 ‘모가나’(레베카 퍼거슨)와 싸워야 한다. 최 연 소 초딩 히어로의 탄생? 절대악에 맞서 세상을 구하라!"
메리 포핀스 리턴즈,메리 포핀스 리턴즈,"['에밀리 블런트', '린-마누엘 미란다', '벤 위쇼']",130,롭 마샬,전체 관람가,"['판타지', '뮤지컬']","224,160",52.543,2018-12-13,6.6,"체리트리 가 17번지에 살고 있는 마이클과 세 아이들은 아내와 엄마를 잃고, 집까지 빼앗길 위기에 처해 슬픔에 잠긴다. 어느 날, 바람의 방향이 바뀌고 마이클의 가족에게 다시 돌아온 ‘메리 포핀스’는 사랑스러운 마법으로 가득 찬 황홀한 경험을 선사하는데…"
캡틴 아메리카: 시빌 워,캡틴 아메리카: 시빌 워,"['크리스 에반스', '로버트 다우니 주니어', '스칼렛 요한슨']",147,안소니 루소,12세 관람가,"['액션', 'SF', '스릴러']","8,678,117",52.135,2016-04-27,7.3,"어벤져스가 벌인 전투로 많은 사람들이 불의의 사고를 당하는 등 부수적인 피해가 일어나자 정부는 슈퍼히어로 등록제를 추진하려 한다. 어벤져스의 독자적인 판단에 맡기기보다 직접 관리, 감독하겠다는 게 정부의 속내. 아이언맨(로버트 다우니 주니어)은 정부의 방침을 따라야 한다는 입장인 반면, 캡틴 아메리카(크리스 에반스)는 정부의 감시 없이 자유롭게 지구를 지켜야 한다고 주장한다. 어벤져스 내부는 캡틴 아메리카(윈터 솔져, 팔콘, 호크아이, 스칼렛 위치, 앤"
엽문 외전,엽문 외전,"['장진', '양자경', '데이브 바티스타']",108,원화평,15세 관람가,['액션'],[],51.491,2018-12-20,5.1,"영춘권 일인자 엽문에게 패배한 뒤, 무술계를 떠나 아들과 함께 평범한 삶을 살아가던 ‘장천지’ 우연히 암흑 조직에 쫓기던 한 여자를 도와준 그는 이후 생계는 물론, 목숨마저 위협받게 된다. 술과 마약 등 불법 사업을 확장해나가던 조직이 장천지의 주변 사람들까지 죽음으로 몰고 가자 더 이상 참지 못한 그는 정의를 위해 최후의 결전을 벌이게 되는데…"
